song_name,class,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
A closeness - Dermot Kennedy.mp3,relax,151.9990808824,195792,1279.6862745098,0.3055926489,0.2923849427,0.0854889547,0.472007632,0.2675197405,0.0715668116,0.2525491481,0.1398294001,0.0195522611,3.7538830811,21.8394503025,476.9615895163,-5.5772702028,50.647691262,2565.1886301679,0.0084730805,2.6328649169,6.9319776705,0.1195711195,0.0501045547,0.0025104664,1553.2466021254,763.1513009187,582399.908093967,1903.0182262263,568.170178328,322817.351541222,23.3050297896,6.4217329875,41.2386545627,3018.0984166385,1782.1951442747,3176219.53227614,1.403556319,1.7593238603,3.0952204455,-0.0145873499,0.0738260347,0.0054502834,0.0688223352,0.0398283961,0.0015863011,1.2235244639669E-06,0.098944366,0.0097899875,5.23563585375086E-07,0.0541641451,0.0029337548,2.0747029478,1.1400093253,1.2996212618
A Time and Place - Cameron Avery.mp3,relax,129.19921875,156254,1250.032,0.2427863567,0.3039054228,0.092358506,0.3674697428,0.2953964815,0.0872590813,0.222459753,0.1839700835,0.0338449916,0.2875498092,3.3069942451,10.9362109372,-14.8071198999,101.1279481522,10226.861897479,-0.0002559425,2.525562111,6.3784639766,0.0290844273,0.0192736369,0.0003714731,923.8033514367,707.8375708479,501034.026703883,1393.0211938267,621.8734922065,386726.640309065,24.2419534452,6.3251674186,40.0077428728,1602.3611440747,1512.2742998929,2286973.55811657,0.2067217559,0.2769244921,0.0766871743,-0.0008293105,0.106612034,0.0113661258,0.0355328539,0.0393731228,0.0015502428,-0.000001318,0.0337024108,0.0011358524,-1.55975176312495E-05,0.0049865004,2.48651849688031E-05,2.7260226757,1.5528820998,2.411442816
A Widow's Toast - Neko Case.mp3,relax,151.9990808824,188315,1448.5769230769,0.2866103748,0.3020803903,0.0912525622,0.4436792109,0.276144093,0.0762555601,0.2382988318,0.1629325016,0.0265470001,3.9688033517,27.8865426373,777.6592602626,-5.6105005779,56.330971636,3173.1783654511,0.0092790685,2.3538452997,5.5405876947,0.1226125881,0.0690921769,0.004773729,2167.279637079,1252.3001301081,1568255.61586885,2232.3202178458,660.3738314912,436093.597318427,24.2173467921,7.2299862935,52.2727018047,4165.0248146648,2467.3035931287,6087587.02066567,1.3006895726,1.7565806676,3.0855756416,-0.0270984352,0.0812444474,0.0066006602,0.1078659388,0.0889617376,0.0079141908,-0.000000791,0.119941026,0.0143858492,3.88785929317237E-06,0.0455707647,0.0020766947,7.0460952381,2.0045892552,4.0183780821
All The Pretty Girls - Recorded at Spotify Studios NYC - KALEO.mp3,relax,112.3471467391,134734,1360.9494949495,0.3905202037,0.3012349675,0.0907425056,0.5308739975,0.2585718122,0.066859382,0.2665638958,0.1108017275,0.0122770228,2.6166307915,21.9906965926,483.5907366271,-7.1225670004,47.5779858787,2263.6647402699,0.0083341304,3.039636154,9.2393879485,0.0910373852,0.0600366704,0.0036044018,2105.8592654167,856.9378068648,734342.40483418,2104.8111624814,421.5312177469,177688.567535221,19.8005925768,7.5680818593,57.2758630297,4047.3463595836,1638.1766373089,2683622.69502482,1.2268694079,1.6868310212,2.845398894,0.007314173,0.0630172957,0.0039711796,0.110158064,0.0717320452,0.0051454863,-6.39406664504349E-07,0.0708379224,0.0050180112,-3.28151327266823E-05,0.0611789487,0.0037428637,7.7090249433,1.633074449,2.666932156
Alma - Jonny Greenwood.mp3,relax,53.8330078125,68470,1267.962962963,0.2660361815,0.2949308389,0.0869841997,0.4210945574,0.2772698005,0.0768785423,0.231336359,0.1726754827,0.0298168223,0.4914680719,4.3411875846,18.8459096444,-13.817939702,109.5977562346,12011.6681716656,0.0113189091,1.6606284417,2.7576868215,0.0384046063,0.0243417658,0.0005925216,596.5655205909,388.1770321854,150681.408316297,990.9227915458,446.9041782647,199723.344550442,25.1715581107,7.0656922911,49.9240075522,1018.9771717178,986.1836427758,972558.177278621,0.2678700765,0.3608877115,0.1302399403,0.0118786786,0.1026961432,0.0105464978,0.0310786103,0.0225249513,0.0005073734,2.48041851591552E-06,0.0424893871,0.0018053481,0.000023561,0.0082286941,6.7711400333792E-05,8.0515192744,4.0766588366,16.6191472697
An Ending a Beginning - Dustin O'Halloran.mp3,relax,135.9991776316,169883,1277.3157894737,0.2580234725,0.2966949954,0.0880279203,0.4279820395,0.2678907953,0.0717654782,0.2386022655,0.1624878217,0.0264022922,0.2897520293,2.6809021099,7.1872361226,-12.7966344497,102.7534497488,10558.2714352864,0.0095769064,1.5285976657,2.3366108237,0.0306980647,0.0167044178,0.0002790375,571.7523050224,219.9187568009,48364.2595928312,818.3080866777,237.3810498512,56349.7628284749,23.8030741262,6.9478647973,48.2728252418,885.2404804053,431.6182508692,186294.314483362,0.2501640191,0.3157341607,0.0996880602,0.0226134256,0.0943101483,0.0088944041,0.0339117375,0.0194973533,0.0003801468,-0.000000181,0.032670401,0.0010673552,-5.35356957698241E-06,0.0062319152,3.88367661798838E-05,2.3835283447,1.253840463,1.5721159068
And I Love Her - Pat Metheny.mp3,relax,107.666015625,131176,1261.3076923077,0.2580170301,0.2999484983,0.0899691016,0.4177516596,0.2821928966,0.0796328309,0.2352425436,0.1673149097,0.027994279,2.6283248714,24.4697678626,598.7695392514,-5.6419193233,84.3342058987,7112.2582845579,0.0092793682,2.7052100186,7.3181612448,0.0930514112,0.0489645787,0.0023975298,547.0139976846,295.7419647013,87463.3096854095,950.1471030974,447.0625438533,199864.918116553,25.8581331366,6.67499578,44.5555686629,743.9080016901,722.0705394281,521385.863910043,0.6838504175,0.8741659913,0.7641661803,-0.0035354023,0.0858185495,0.0073648234,0.0260943244,0.0153267177,0.0002349083,5.86555657378085E-08,0.095145233,0.0090526156,-9.78166008280823E-06,0.0255921409,0.0006549577,2.8363174603,1.6754170783,2.8070223863
Where Do You Start - Brad Mehldau Trio.mp3,relax,95.703125,118347,1300.5164835165,0.2723576083,0.3074987675,0.094555492,0.3932991387,0.2803465739,0.0785942015,0.2262207454,0.1793251452,0.0321575077,0.9901633781,11.18246768,125.0475834143,-8.0002955044,83.4315098086,6960.8168289411,0.0092964887,2.0946391742,4.3875132703,0.0497292802,0.0412481427,0.0017014092,1152.5012100005,615.9458034503,379389.232788091,1764.520927186,598.8034514648,358565.573486138,21.5910766634,6.5775994944,43.264815109,2108.0372529871,1752.4763073889,3071173.20795926,0.3985828118,0.6263547637,0.39232029,-0.0242853291,0.091566034,0.0083843386,0.0436569545,0.0370066342,0.001369491,-2.66415850092017E-06,0.0588144735,0.0034591423,-3.50884256477002E-05,0.0142574832,0.0002032758,7.05538322,3.1573783193,9.969037851
Where We Left Off - Brett Dennen.mp3,relax,112.3471467391,137133,1269.75,0.2567750778,0.3053883287,0.0932620313,0.348222334,0.2992306761,0.0895389975,0.2185998132,0.1885403273,0.035547455,3.4578592264,36.2901491226,1316.9749233376,-11.2252016928,72.4115268838,5243.4292256365,0.0081131083,3.0107640402,9.0647001059,0.1000697389,0.069713898,0.0048600277,1570.132460212,963.6698335551,928659.548104081,2255.0724058571,632.8083911609,400446.45992368,23.8073645493,6.4079666476,41.0620365563,3327.1882142814,2578.0319811168,6646248.89566083,0.7263648513,1.0518792342,1.1064499234,0.0292097908,0.1130029641,0.0127696699,0.0406594291,0.0442349353,0.0019567295,-1.2882460396213E-06,0.1137569621,0.0129406461,-4.37218432125519E-06,0.0251475871,0.0006324011,4.1935238095,2.3447026852,5.4976306822
Where's My Love - Alternate Version - SYML.mp3,relax,103.359375,118225,1218.8144329897,0.2300435052,0.2922203532,0.0853927348,0.3874712072,0.2766671334,0.0765447027,0.2272388834,0.1780332082,0.0316958232,1.7629245015,15.6098580499,243.6676683374,-8.7621256596,81.0929546548,6576.0672946392,0.0076433089,1.8085987875,3.2710295742,0.0795548484,0.0345093906,0.001190898,891.4048951439,506.5709516703,256614.129076122,1068.490552412,676.2365110218,457295.818838947,23.6085808915,6.0429649717,36.5174256494,1425.2955480995,1116.1066208747,1245693.98916039,0.6950165321,0.8084859426,0.6536495193,0.0193157245,0.0954097298,0.0091030165,0.0502015105,0.0221292722,0.0004897047,4.17495982674154E-07,0.0820465237,0.0067316322,5.73983606955153E-06,0.0129052373,0.0001665451,3.3459954649,1.6665377348,2.7773480214
Where's My Love - SYML.mp3,relax,103.359375,133014,1291.3980582524,0.2847211727,0.3006421529,0.0903857041,0.4830144318,0.2755127728,0.075907288,0.2524136464,0.1400738536,0.0196206845,3.8947739019,30.0556002525,903.3391065406,-4.5562443407,65.0490672963,4231.381156115,0.011479866,2.4074854475,5.7959861802,0.1154752672,0.0569029339,0.0032379439,1051.8700372264,549.2646155513,301691.617896768,1604.6453268915,427.8940230796,183093.294987273,23.3222359026,6.8656934451,47.1377464819,1915.8592483946,1225.3704766749,1501532.8051064,1.0352235108,1.2889606582,1.6614195784,0.0251156055,0.081988053,0.0067220408,0.0396269335,0.0302803432,0.0009168992,1.37145173084718E-06,0.1061928049,0.0112769119,0.00000221,0.0474475734,0.0022512721,3.1300498866,1.1708614644,1.3709165688
Wildfire - Piano Solo - SYML.mp3,relax,129.19921875,159621,1266.8333333333,0.2464839995,0.2924364579,0.0855190819,0.4098415291,0.2782596278,0.0774284205,0.2371114173,0.164655729,0.0271115091,6.3136491066,42.0823018454,1770.9201286103,-8.2059162375,66.6876282186,4447.2397574249,0.0100176648,2.7895470753,7.7815728853,0.1481365263,0.0764417276,0.0058433376,1423.6196358658,1191.507945064,1419691.18315063,1810.2261883348,829.5402641311,688137.049814647,24.4380608893,6.1246605965,37.5114674228,2605.5509112568,2410.0754729271,5808463.7852048,1.1932974456,1.5658651772,2.451933753,-0.0009984942,0.112353808,0.0126233782,0.0616517436,0.0727570048,0.0052935817,-0.00000242,0.1550208777,0.0240314715,-2.39554374275031E-05,0.0312773064,0.00097827,3.8243265306,1.8377108877,3.3771813066
Winter Prayers - Iron & Wine.mp3,relax,103.359375,122502,1237.3939393939,0.2880035009,0.3035637956,0.092150978,0.4120011936,0.2837546905,0.0805167244,0.2364191732,0.1656481447,0.0274393079,3.0953193798,29.023376627,842.3563908335,-6.4203857288,64.648749148,4179.4607664013,0.0095302729,2.8474504389,8.1079740023,0.0997095257,0.0567676611,0.0032225673,1332.6779002854,757.2090596118,573365.559958118,1832.2388044438,614.3514118151,377427.65719917,25.0683506026,8.6794428269,75.3327277851,2702.0628276624,1818.4899763244,3306905.79399233,0.8824749429,1.1544997028,1.3328695638,-0.00359509,0.0940078224,0.0088374707,0.0455205108,0.0388487646,0.0015092265,2.36517757912225E-06,0.1014782265,0.0102978311,-2.5885568902595E-05,0.0320970938,0.0010302233,3.7894965986,1.9665889698,3.867472176
Won't Be Long - The Dead Tongues.mp3,relax,117.4538352273,148243,1277.9568965517,0.3144868528,0.2976989681,0.0886246756,0.3895537283,0.2825299884,0.0798231943,0.2303312193,0.1740139729,0.0302808628,14.7647286918,74.286077732,5518.4213448036,3.3499496636,34.6413267198,1200.0215169053,0.0149704303,2.0365823869,4.1476678185,0.2453158796,0.0710849091,0.0050530648,1826.615446894,471.46616393,222280.343730874,2285.0408612624,274.5520416946,75378.8235986849,25.0368246267,6.9221655001,47.9163752104,4143.7416100281,1080.5854418549,1167664.89714865,2.5133124975,2.8131381586,7.9137462992,-0.0166802292,0.0941458874,0.0088634481,0.0718782502,0.0305484341,0.0009332068,5.10730933456216E-06,0.2313734889,0.0535336882,7.7331111242529E-05,0.0618070103,0.0038201066,1.8959092971,0.9670009982,0.9350909305
Wonderful - Solo - Lianne La Havas.mp3,relax,92.28515625,111132,1501.7837837838,0.2382644409,0.3060139686,0.093644549,0.4040076657,0.3133765067,0.0982048349,0.2226429713,0.1837483079,0.0337634406,6.7295247642,84.3238846478,7110.5175221011,-7.2901374007,68.2184116246,4653.751684586,0.0077513557,2.2967010838,5.2748358684,0.1248577833,0.1138025969,0.0129510304,1124.8657355056,714.696979733,510791.772839452,1523.2453914338,725.8176652667,526811.283213245,21.9763061267,6.0396989011,36.4779628161,2004.637878229,1620.5199883663,2626085.03269459,0.8934810631,1.3487458697,1.8191154212,-0.0020895232,0.0977145598,0.0095481352,0.045942088,0.0442385462,0.001957049,-7.45990701034316E-06,0.1582512259,0.0250434522,-8.78036826179596E-06,0.0320956074,0.001030128,12.7883900227,5.6652781546,32.0953765692
Wreckless Heart - Glen Hansard.mp3,relax,117.4538352273,144354,1266.2631578947,0.2991994259,0.31262306,0.0977331777,0.3665853317,0.2955348717,0.0873408604,0.2216809322,0.1849078085,0.0341908976,5.7668341588,48.3060473181,2333.4742075031,-2.602337312,64.9372105564,4216.8413148514,0.0043457657,2.7861329372,7.7625367435,0.1284429133,0.092135042,0.0084888665,1367.0108184349,803.6861610535,645911.445468896,1970.2694488221,526.4191940205,277117.167833146,22.8391495525,6.6967646315,44.8466565302,2717.4794011072,1981.4238723049,3926040.56173989,1.0988500755,1.6810302432,2.8258626784,-0.0189927202,0.106588455,0.0113610987,0.0469027776,0.0459990594,0.0021159135,-3.42738371728046E-06,0.1410354376,0.0198909938,-4.67107274744194E-05,0.04060385,0.0016486726,3.3587664399,2.1945286504,4.8159559973
Younger Years - The Milk Carton Kids.mp3,relax,103.359375,127762,1252.568627451,0.3711790784,0.2970674735,0.0882490838,0.533358712,0.2604267266,0.0678220799,0.2648562048,0.114823883,0.0131845241,7.7792635381,43.7509404021,1914.1447860659,1.4469202464,56.3985107235,3180.792011829,0.0115154988,2.6994921322,7.2872577716,0.1688652784,0.0676877275,0.0045816288,1106.4898058969,616.6032056261,380199.513188407,1761.6691960246,476.763809145,227303.729710451,22.9966502624,6.4913236855,42.1372831906,2057.1083942803,1454.3531795186,2115143.17077587,1.6639991382,2.0597797598,4.242692659,-0.0006690967,0.0670695488,0.0044983244,0.0405485076,0.0384087231,0.00147523,2.56965245171159E-06,0.1363350153,0.0185872354,-4.57141322840471E-05,0.0804052427,0.0064650034,1.7287256236,0.8876425607,0.7879093156
Tilikum - Benjamin Francis Leftwich.mp3,relax,135.9991776316,167947,1272.3257575758,0.2738524075,0.3089960881,0.0954785825,0.4294879611,0.2816545804,0.0793293027,0.2436510194,0.1548144505,0.0239675141,2.3055825478,25.8416402722,667.7903719597,-7.9953478717,75.8560129803,5754.1347052613,0.0013574379,1.8276376465,3.340259367,0.0903111324,0.0394903235,0.0015594858,922.3649122648,686.0425314911,470654.355014669,1515.6185507365,696.8920896014,485658.584548994,22.7812443159,5.8728318646,34.49015411,1714.1854678883,1877.413269745,3524680.58541452,0.6642879179,0.7542252536,0.5688557332,-0.0009769618,0.0862940975,0.0074466713,0.0293350456,0.0194095189,0.0003767294,3.10945637238547E-07,0.0904823318,0.0081870519,-3.39406869898084E-05,0.021873353,0.0004784436,2.5878639456,1.0814735943,1.1695851351
Time Song - Single Stereo Mix 2018 Remaster - The Kinks.mp3,relax,123.046875,147600,1250.8474576271,0.3242369459,0.2965886174,0.087964808,0.4294125042,0.2746547914,0.0754352544,0.2391113266,0.1617377718,0.0261591068,1.5039648391,9.173016067,84.1442237649,-6.988152544,62.1445631486,3861.9467289295,0.0090557165,2.5597148515,6.5521401209,0.0730380416,0.0352918766,0.0012455166,1702.7434303219,953.0851598689,908371.321962263,2155.7513977832,524.9123647026,275532.990617626,22.6474466315,6.1409302292,37.7110240798,3354.2838837709,1948.4680621318,3796527.78914777,0.7735973879,0.9877985398,0.9757459553,0.0282652264,0.0865071682,0.0074834902,0.0645411819,0.0619100296,0.0038328518,-1.53068515373889E-06,0.0699792653,0.0048970976,7.88121269579278E-06,0.0236966088,0.0005615292,3.6536598639,1.8839995682,3.5494543729
To Ohio - The Low Anthem.mp3,relax,143.5546875,188243,1280.5646258503,0.3922653477,0.2800108397,0.0784060704,0.360019733,0.2809145126,0.0789129634,0.2134533733,0.1943476029,0.0377709907,8.3301823164,44.9725893335,2022.5337913626,4.2010538017,41.2408562969,1700.8082280996,0.0126851729,2.2173376068,4.9165860627,0.1867274195,0.0381529704,0.001455649,1780.9431497822,774.1288728104,599275.511718647,2262.3929994648,539.1295893216,290660.714082097,24.0587205579,8.4850551949,71.9961616606,4121.5834106823,1871.8808974221,3503938.09413387,1.9877893113,2.1746145129,4.7289482796,-0.0319344555,0.1100951562,0.0121209434,0.0663395459,0.0468285242,0.0021929107,4.91517903355998E-06,0.173390761,0.0300643574,7.29031235096045E-05,0.0411180556,0.0016906945,3.154430839,1.6480652139,2.7161189491
Trouble on My Mind - The Staves.mp3,relax,117.4538352273,149353,1298.7217391304,0.2376246035,0.2991805579,0.0895090062,0.3889217661,0.3006667461,0.0904004922,0.2241511728,0.1819054289,0.0330895851,2.3353515921,16.7730968284,281.336777214,-15.4140325495,62.0587949289,3851.2940280291,0.0093121102,1.8399261464,3.3853282241,0.089146167,0.0524049625,0.00274628,1769.3441804259,704.511329585,496336.213513683,1892.2979025067,481.0164092114,231376.785930612,26.1811221458,5.8126660247,33.7870863147,3254.6011532054,1540.3381382873,2372641.58026226,0.8230286456,1.1110365209,1.2344021508,0.0096199208,0.1101848,0.0121406901,0.0846553838,0.0574543778,0.0033010055,-1.02914088984107E-06,0.0977082327,0.0095468992,1.23109805372224E-06,0.0192866158,0.0003719736,9.9323356009,6.1997403925,38.4367809347
Twins - Gem Club.mp3,relax,56.1735733696,57701,1154.02,0.2956057738,0.2881922302,0.0830547615,0.4581795715,0.2636808165,0.069527573,0.2453522329,0.1521039617,0.0231356152,2.541714442,15.7718106896,248.7500124285,-9.5377976457,79.1534111168,6265.2624914318,0.006906681,2.1812399177,4.7578075784,0.0886206925,0.0544449724,0.0029642552,1081.6499327287,906.7630158966,822219.166997968,1435.9777092953,730.5888523309,533760.071150179,23.2279320189,6.0606439036,36.7314045264,1950.1673742714,1909.7815905473,3647265.72359336,0.8623100024,1.1568844913,1.3383817263,0.009592569,0.1026173137,0.0105303131,0.0538766583,0.0692346106,0.0047934313,2.53368398261955E-07,0.0937324315,0.0087857684,1.14471031338326E-05,0.0236969963,0.0005615476,13.0565804989,7.4668857693,55.7543830923
Untamed - Eddie Berman.mp3,relax,123.046875,154437,1276.3388429752,0.3112014602,0.2947958354,0.0869045846,0.3878041787,0.2817307205,0.0793721989,0.2228627424,0.1834816922,0.0336655314,4.3996461912,25.1439516654,632.2183053503,-0.879094069,63.9028128924,4083.5694955567,0.0092134524,2.5353623215,6.4280621014,0.127364859,0.0540165007,0.0029177822,1083.4832005456,765.4112715503,585854.414616211,1554.9795675653,543.0184171701,294869.001385898,24.5679908917,6.5455380038,42.8440677592,2057.0167281679,1628.4413456711,2651821.21629103,1.2524477497,1.5772013431,2.4875640767,0.0253084482,0.0988601218,0.0097733237,0.0461730012,0.0503468549,0.0025348058,5.68144457702147E-07,0.119801946,0.014352506,1.51950607687468E-05,0.0376586542,0.0014181744,5.5588571429,2.9180324015,8.514913096
Vagabond - Caamp.mp3,relax,143.5546875,179102,1279.3,0.2902581449,0.3146806718,0.0990239252,0.3594892773,0.2964437289,0.0878788844,0.218626955,0.1885088535,0.0355355879,2.8543619477,21.6937478058,470.6186938621,-9.4814342387,74.3415559768,5526.6669450464,0.0103671286,2.652813022,7.0374169299,0.0998711586,0.0475609787,0.0022620466,944.2388103686,696.669435826,485348.302814066,1499.5826489083,565.09792505,319335.66489582,24.1643544505,6.6439501566,44.1420736839,1602.7736415804,1547.9716682576,2396216.28572828,0.8155163755,1.184196951,1.4023224187,0.0149010694,0.1082847622,0.0117255897,0.0308473191,0.0343872055,0.0011824799,6.80736377489666E-07,0.0962829292,0.0092704026,-1.11437857412966E-05,0.0345642418,0.0011946867,2.2163446712,1.1836820273,1.4011031417
Waiting Around - Acoustic - Aisha Badru.mp3,relax,143.5546875,183702,1284.6293706294,0.2364956566,0.3068127999,0.0941340942,0.3729309772,0.2953073931,0.0872064564,0.2208947724,0.1858462614,0.0345388329,4.6423081258,35.6920867822,1273.9250588689,-7.3303927619,72.0910786887,5197.1236265001,0.0032156265,2.5845330872,6.6798112786,0.1289237589,0.0565873869,0.0032021324,986.3729095321,622.8960682035,387999.511783403,1502.9903380275,623.3658179068,388584.942934563,25.1748889523,6.6161735227,43.7737520824,1681.5231653928,1543.4574662285,2382260.95005635,0.9898591807,1.2713662001,1.6163720148,0.0405690881,0.1005819487,0.0101167284,0.0366732476,0.0228240582,0.0005209376,0.000001062,0.1312537044,0.0172275361,-3.41744225806906E-06,0.0287034605,0.0008238886,2.0445170068,1.1624706847,1.3513380927
Weather - Molly Parden.mp3,relax,129.19921875,167551,1373.368852459,0.3826080104,0.2968127439,0.088097805,0.4884433696,0.2735759656,0.074843809,0.2482036057,0.1474052354,0.0217283034,10.0971239183,62.7514581272,3937.7454970838,0.2193849195,49.5040139971,2450.6474018297,0.0108887185,2.5208915446,6.3548941799,0.1897238791,0.0858439282,0.0073691802,1483.3021123301,719.3768170851,517503.004959533,2003.6850390729,726.2626356878,527457.415996124,22.5998610147,7.0972617663,50.3711245789,3310.042484626,1845.3920172626,3405471.69737633,1.9541765031,2.4017254702,5.7682852344,0.013401678,0.0805603548,0.0064899708,0.0479167548,0.0291968291,0.0008524548,7.3240457254542E-08,0.1696994603,0.0287979059,4.12881709053181E-05,0.0751259252,0.0056439051,9.8510657596,3.069322088,9.4207380801
When I Fall In Love - Michael Bublé.mp3,relax,117.4538352273,105596,1319.95,0.3054234296,0.2925580049,0.0855901863,0.4483180537,0.2781970938,0.077393623,0.2386216334,0.1624593777,0.0263930494,6.8623508878,42.5317273778,1808.9478337405,-1.7388975229,50.9301977519,2593.885043048,0.0042827365,1.5658840141,2.4519927456,0.1522819102,0.0817701072,0.0066863508,1429.7702089975,509.5512134905,259642.43916969,1865.7145942472,351.2087525343,123347.587856677,22.9933585421,6.4786891832,41.9734135322,2822.9537633181,1172.3581274516,1374423.57900191,1.7409589878,2.3138419671,5.3538646487,0.0311044077,0.0859771906,0.0073920773,0.0576878598,0.0378032139,0.001429083,6.32063859029586E-07,0.1551562995,0.0240734778,4.6291508624563E-05,0.0365771428,0.0013378873,30.490122449,4.2447506091,18.0179077338
Stay Alive - José González.mp3,relax,129.19921875,160288,1262.1102362205,0.2710075995,0.3073062896,0.0944371557,0.3732748348,0.284824601,0.0811250533,0.2221286385,0.1843697407,0.0339922013,1.818056938,17.7582124055,315.354107839,-13.1112271635,85.912809158,7381.0107774252,0.0102659487,3.3741604259,11.3849585796,0.0637920573,0.0603890866,0.0036468417,1370.9613896272,946.3312478076,895542.830577056,1532.7828861661,701.5953023433,492235.968270206,26.3335815685,10.0574168683,101.1516340623,2607.9342301785,1813.5224215865,3288863.57359692,0.5444538405,0.9577874536,0.9173568062,-0.0038454333,0.1108680805,0.0122917313,0.0570329129,0.0470282606,0.0022116573,2.33366691304582E-07,0.0814232081,0.006629739,-5.07540698890807E-06,0.0186140854,0.0003464842,4.5963900227,2.6604482799,7.0779850499
Stay Alive - Roo Panes.mp3,relax,103.359375,127865,1265.9900990099,0.2745489985,0.303617784,0.0921837587,0.4105301884,0.2892661575,0.0836749099,0.2369205435,0.1649302562,0.0272019894,1.1003136398,9.9372224972,98.7483909582,-10.3213107538,76.8063021895,5899.2080560317,0.0105256229,2.5436723415,6.4702689808,0.0589758344,0.0356918946,0.0012739112,1311.653311892,812.5896959436,660302.013953689,1886.1660674655,505.6000169505,255631.377140374,25.4954607136,7.4492069502,55.4906841867,2390.9730421131,1756.1601738874,3084098.55634802,0.4957121681,0.6923548616,0.4793552544,0.0136282039,0.0907665376,0.0082385644,0.051028603,0.0504096859,0.0025411364,-0.000000566,0.0614294931,0.0037735826,-1.69930517586181E-05,0.0203746054,0.0004151246,2.2685895692,1.2085333943,1.4605529652
Stay On My Shore - Joan Shelley.mp3,relax,92.28515625,114194,1283.0786516854,0.2647635764,0.297941577,0.0887691833,0.4155878694,0.2836315884,0.0804468779,0.2391447451,0.1616883552,0.0261431242,5.2010361812,42.035295034,1766.9660285963,-7.4119075037,66.2977322708,4395.3893042484,0.0098514032,2.5371259816,6.4370082467,0.1277685463,0.0764225125,0.0058404002,1013.0443023959,615.599779424,378963.088426836,1458.6855882546,442.7078757546,195990.263255151,24.9450662103,5.9281630509,35.1431171583,1797.0433001917,1341.2328817381,1798905.64305534,1.1172322085,1.5046934927,2.2641025069,0.0354483182,0.1086422269,0.0118031335,0.0435456551,0.0371664948,0.0013813483,9.82115352599067E-07,0.1316501945,0.0173317753,0.000005858,0.0396058634,0.0015686244,3.9346213152,2.3476795209,5.511599133
Stay with Me (feat Kronos Quartet) - Clint Mansell.mp3,relax,86.1328125,107039,1408.4078947369,0.2702790178,0.2940960524,0.086492488,0.4566918572,0.2626248197,0.0689717959,0.2411164421,0.1587330925,0.0251961947,1.7092453384,15.5877873351,242.9791140049,-6.7362791128,86.7864755741,7531.8923425733,0.0079051773,0.9177516357,0.8422680649,0.0593954101,0.0606046468,0.0036729232,1007.9082017571,428.6428837244,183734.721767574,1617.8228826678,639.0208575227,408347.65634904,21.8712135211,4.7797337958,22.8458551591,1832.3472533802,1156.0442699259,1336438.35402858,0.5708474366,0.9991474512,0.9982956293,-0.0014658195,0.0791479085,0.0062643914,0.0390840418,0.0132028434,0.0001743151,-6.60590956158558E-07,0.0766444877,0.0058743772,-7.4617223617679E-06,0.0149593502,0.0002237821,4.5766530612,2.0001790775,4.0007163422
Stay With Me - Live From Spotify Berlin - Angus & Julia Stone.mp3,relax,151.9990808824,193502,1281.4701986755,0.2693669912,0.3022809825,0.0913737924,0.3962694795,0.2925908205,0.0856093882,0.2278455322,0.1772561614,0.0314197468,5.2696825527,47.9077805575,2295.1554379425,-9.0465395701,66.7788781638,4459.4185688153,0.0101324621,2.7403428605,7.5094789929,0.1228594109,0.0860947892,0.0074123126,1177.8737020975,811.8386341946,659081.967971004,1798.3909673078,567.4689889885,322021.053463677,24.803285648,6.2879445577,39.5382467606,2202.9658456336,1858.5432808369,3454183.12674407,1.0403944209,1.6333780217,2.6679237618,0.0477270516,0.0831949749,0.0069214039,0.0407743188,0.0537403389,0.002888024,0.000012456,0.1293843091,0.0167402998,0.0001713005,0.045273941,0.0020497297,4.9261133787,2.5537862547,6.5218242345
Such A Simple Thing - Ray LaMontagne.mp3,relax,75.9995404412,92131,1245.0135135135,0.3097998092,0.3003397337,0.0902039556,0.3791471007,0.2861122823,0.0818602381,0.2242013565,0.1818435731,0.0330670851,2.5700461438,24.7994586976,615.0131516917,-5.0660428358,66.4465884539,4415.1491171566,0.0026672312,2.3141467391,5.3552751302,0.0907545537,0.0544229038,0.0029618526,1272.0598128711,596.1037381557,355339.666643207,1860.2066924638,412.1588682226,169874.932654493,24.3407567805,6.4404263361,41.4790913907,2689.9837340364,1432.4903317214,2052028.55047538,0.7881300926,1.1085932828,1.2289790666,-0.0128646064,0.1189295436,0.0141442363,0.0396373265,0.0270308737,0.0007306681,6.02908983182715E-07,0.0961817801,0.0092509342,1.20385095669917E-07,0.0228192583,0.0005207185,3.7593106576,1.9609646945,3.8453825329
